text,Text type
"Heidi Hauge : « Country Jewels » Showtime Records ) Grenlands køntri-dronning hviler aldri . Det burde hun vurdere . Det har nå gått et drøyt år siden den siste plata til Hauge - han har nå gitt ut syv album og en karriere på fire år ! Alt det handler sannelig om hastverksarbeid , uten et snev av tradisjonell A & R-virksomhet , som kan bistå henne med riktig valg av låter og utvikling av henne som artist . Med et hederlig lite unntak av « Akkurat nå » , er det her tilsynelatende snakk om å raske med seg noen tilfeldige låter inn i studio , og planke dem ferdig før studioleien blir for dyr . Det er en hån mot alle som tar studioarbeid alvorlig , og denne platen lider da også kraftig under et flatt , sterilt og lidenskapsløst uttrykk . Faktisk har denne platen en temperatur på linje med en død manns hånd . Heidi Hauge bør ta seg god tid neste gang , dersom hun drømmer om noen gang å bli tatt alvorlig .",augmented 223
"Håpløst
Regi: 
Jeff Schaffer. 
Med: 
Scott Mechlowicz, Jacob Pitts, Jessica Boehrs, Travis Wester, Michelle Trachtenberg. 
Am. komedie. 
11 år. 

En gjennomført håpløs og masete fortelling om amerikansk ungdom på Europa-tur. 

Av alle filmkomedier om amerikanere som «oppdager» Europa, er dette den som tryner mest. 
Regissør Jeff Schaffer forsøker seg på en kitchy crazy-humoristisk tone. 
Problemet er bare at det humoristiske i vesentlig grad er mangelvare. 

En gjeng ungdommer velter seg rundt om i Europa, den ene på jakt etter drømmepiken som bor i Berlin, de andre ivrer etter den ville europeiske sexen. 
I uryddig og hektisk tempo havner de i situasjoner som riktignok grenser til det absurde - men ethvert tilløp til humor kveles av hysterisk fjolleri. 

Alt - absolutt alt - er kraftig karikert. 
Ikke minst eks-Wimbledon-spiller Vinnie Jones, som av alle ting dukker opp som sjef for Manchester Uniteds fanklubb på en hemmelig pub i London. 
Han banner og knuser ølflasker i hue' på folk. 

Ellers byr filmen på løpende, nakne menn, sex i skriftestolen, absinthallusinasjoner i Brattislava, en tysk guttepjokk med Hitler-ambisjoner - og Matt Damon som heavy-rocker. 

Som sagt - mange absurde og kitchy greier. 
Men servert i en eneste lang og skrekkelig masete smørje. 
",original 224
"Håpløst Regi : Jeff Schaffer . Med : Scott Mechlowicz , Jacob Pitts , Jessica Boehrs , Travis Wester , Michelle Trachtenberg . Am . komedie . 11 år . En gjennomført håpløs og masete film om amerikansk ungdom på Europa-tur . Av alle historier om amerikanere som « oppdager » Europa , er dette den som tryner mest . Regissør Jeff Schaffer prøver seg på en kitchy crazy-humoristisk tone . Problemet er bare at det humoristiske i vesentlig grad er mangelvare . En gruppe ungdommer velter seg rundt om i Europa , den første på jakt etter drømmepiken som bor i Berlin , den andre ute etter den ville ste sexen . I uryddig og hektisk tempo kommer vi i situasjoner som riktignok grenser til det absurde - men alle tilløp til humor kveles av hysterisk fjolleri . Alt - absolutt alt - er kraftig karikert . Ikke minst eks-Wimbledon-spiller Vinnie Jones , som etter alle ting endte opp som sjef for Manchester Uniteds fanklubb på en hemmelig pub i London . Han banner og knuser ølflasker i hue ' på folk . Ellers byr filmen på løpende , nakne menn , sex i skriftestolen , absinthallusinasjoner i Brattislava , en tysk guttepjokk med Hitler-ambisjoner - og Matt Damon som heavy-rocker . Som sagt - mange absurde og kitchy greier . Men servert i en eneste lang og skrekkelig masete smørje .",augmented 224
"Rett i grøfta
Et gigantisk markedsføringsapparat trygler deg om å kjøpe «Driv3r». 
En 600 kroner dyr betaversjon. 

Ville du ha akseptert at lyden i «Ringenes Herre»-filmene falt ut av og til? 
Ville det vært greit å gå på konsert hvis mikrofonen til sangeren ikke fungerte? 
Eller at det manglet 50 sider i en bok du var dypt begravet i? 
Eller hva om det manglet knapper i den nye olabuksa di? 

Nei? 
I så fall bør du ligge langt unna «Driv3r». 

Jeg vet, jeg vet - det kan være vanskelig. 
Vi snakker tross alt om et av årets mest hypede og etterlengtede spill, et spill som for tiden markedsføres tungt overalt. 

Dessuten har spillet Michael Madsen, Ving Rhames, Michelle Rodriguez, Mickey Rourke og Iggy Pop i hovedrollene og en råtøff produksjon i beste Hollywood-stil. 

Og ikke minst snakker vi om oppfølgeren til det grensesprengende «Driver» og det populære «Driver 2» - millionselgere begge to. 
Fanskaren er allerede på plass, altså. 

Senere har «Grand Theft Auto III» og dens oppfølger «Vice City» gjort spillere tørste på mer bilkjøring i store byer. 
Og med sitt forgylte, polerte ytre fremstår «Driv3r» som et spill man bare må kjøpe. 

Vær så snill, la være. 

For å si det så kort og brutalt som mulig: 
«Driv3r» er det mest uferdige spillet jeg har spilt noen sinne. 
Det kryr av «bugs» og spillelementer som ser ut til å ha måneder med utvikling igjen før de kan sies å være OK. 
Spesielt i oppdragene hvor du er til fots. 

Historien er intetsigende, og flyten i spillet blir oppstykket av utallige omstarter, ofte på grunn av dårlig spilldesign mer enn manglende ferdigheter. 

Selv det å kjøre fritt rundt i de tre gigantiske byene, Miami, Nice og Istanbul, fremstår fort som en heller meningsløs aktivitet. 

Alt fra uferdige elementer til finpuss og justeringer, ting som sørger for å knytte de forskjellige elementene sammen til en fungerende helhet, mangler. 

Og da hjelper det ikke stort at selve bilkontrollen er bra og at du kan havne i noen ganske spektakulære situasjoner. 
Vil du ha et bra bilspill, er det veldig mange bedre alternativer der ute. 

Med «Driv3r» demonstrerer Atari en bunnløs mangel på respekt for spillere. 
Når man bruker 600 kroner på et spill, bør man forvente at det i alle fall er nesten ferdig. 
At det ikke har for mange feil og mangler. 

De viser også en kynisk respektløshet for Reflections, utviklerne av spillet, som jeg ser for meg tilbringe sommeren i gruppeterapi. 
De kan bedre enn dette, mye bedre. 
Det er som om Munch måtte gi fra seg «Skrik» før han fikk malt den tyngende himmelen. 

Noen vil nok synes terningkast én er for strengt, og det kan jeg til en viss grad forstå. 
Legger man godviljen til og tilgir de verste manglene og feilene, kan man fort ende opp med å småkose seg. 
Og det finnes mange spill på markedet som i sum er dårligere, hvis jeg skal prøve å være så objektiv som mulig. 

Men det at Atari velger å presse denne betaversjonen av «Driv3r» ut på markedet er, for meg, utrolig provoserende. 
Så provoserende at jeg aldri klarte å kose meg med noe som helst i spillet. 

Det verste av alt er at det utvilsomt ligger et glimrende spill på lur her. 
Dette kunne ha vært en fantastisk spillopplevelse i ferdig tilstand, og så får vi i steden denne flaue opplevelsen. 

Atari er naturligvis klar over at spillet ikke er ferdig. 
Men så har markedsføringsapparatet allerede startet, budsjetter skal nås, det blir for dyrt å utsette spillet noen måneder til - hva vet jeg. 
De lukker uansett øynene og satser på at vi spillere ikke vet bedre, at vi synes det er OK å kjøpe et spill som så opplagt ikke er ferdig. 

Jeg aksepterer det bare ikke. 
Og det bør ikke du heller. 
",original 225
"Rett i grøfta Et gigantisk markedsføringsapparat ber deg om å kjøpe « Driv3r » . En million kroner dyr betaversjon . Ville du ha akseptert at lyden i « Vår Herre » har falt ut av og til ? Ville det vært greit å gå på konsert hvis stemmen til sangeren ikke fungerte ? Eller at det manglet 50 sider i en bog du var dypt forelsket i ? Men hva om du manglet knapper på den nye olabuksa di ? Nei ? I så fall bør du ligge langt unna « Driv3r » . Jeg vet , jeg vet - det kan være vanskelig . Vi snakker tross alt om et av årets mest hypede og etterlengtede spill , et spill som for tiden markedsføres tungt overalt . Dessuten har vi Michael Douglas , Jason Rhames , Michelle Williams , Mickey Mouse og Iggy Pop i hovedrollene i en råtøff produksjon i beste Hollywood-stil . Og ikke minst snakker vi om oppfølgeren til det grensesprengende « Driver » og det populære « Driver 2 » - millionselgere begge to . Fanskaren er allerede på plass , altså . Senere har « Grand Theft Auto V » og dens oppfølger « Vice City » gjort oss tørste etter mer action i store byer . Og med sitt forgylte , polerte ytre fremstår « Driv3r » som et produkt man bare må kjøpe . Vær så snill , la være . For å si det så kort og brutalt som mulig : « Driv3r » er det mest uferdige spillet jeg har spilt noen sinne . Det kryr av « bugs » og spillelementer som ser ut til å ha måneder s utvikling igjen før de kan anses å være OK . Spesielt i oppdragene hvor du er til fots . Historien er intetsigende , og flyten i spillet er ødelagt av utallige omstarter , ofte på grunn av dårlig spilldesign mer enn manglende ferdigheter . Selv det å gå fritt rundt i de tre gigantiske byen , Paris , Nice og Istanbul , fremstår fort som en heller meningsløs aktivitet . Alt fra uferdige elementer til finpuss og detaljer , ting som sørger for å knytte de forskjellige tingene sammen til en fungerende helhet , mangler . Og da hjelper det ikke stort at ikke spillet er bra og at du kan havne i noen ganske spektakulære situasjoner . Vil du ha et bra bilspill , er det veldig mange bedre spill der ute . Med « Driv3r » demonstrerer Atari en bunnløs mangel på respekt for spillere . Når man bruker 600 kroner på et spill , kan man forvente at det i hvert fall er nesten ferdig . At det ikke har så mange feil og mangler . De viser også en kynisk respektløshet for Reflections , utviklerne av spillet , som jeg ser for å tilbringe sommeren i gruppeterapi . De er bedre enn dette , mye bedre . Det er som om Munch måtte gi fra seg « Skrik » før han fikk malt den tyngende himmelen . Mange vil kanskje synes terningkast én er for strengt , og det kan jeg til en viss grad forstå . Har man godviljen til og tilgir de små manglene og feil , kan man fort ende opp med å småkose seg . Men det finnes mange spill på markedet som i sum er dårligere , men jeg skal prøve å være så objektiv som mulig . Bare det at Atari prøver å presse denne betaversjonen av « Driv3r » ut på markedet er , for meg , utrolig provoserende . Så provoserende at jeg ikke klarer å kose meg med noe som helst av spillet . Det verste av alt er at det utvilsomt ligger et glimrende spill på lur her . Dette kunne ha vært en fantastisk film i ferdig tilstand , men så fikk vi i stedet denne dårlige opplevelsen . Atari er naturligvis klar over at spillet ikke er ferdig . Eller så har markedsføringsapparatet allerede startet , budsjetter må nås , det blir for dyrt å utsette spillet noen måneder til - det vet jeg . De lukker bare øynene og satser på at vi spillere ikke vet bedre , at vi synes det er OK å kjøpe et spill som så opplagt ikke er ferdig . Jeg aksepterer det bare ikke . Og det bør ikke du heller .",augmented 225
"«Confessions of a teenage drama queen»
Regi: 
Sara Sugarman. 
Med Lindsay Lohan, Adam Garcia, Glenne Headly, Alison Pill, Carol Kane. 
Amerikansk. 
Ungdomskomedie - tillatt for alle. 

Bunnfalsk, moralsk forkastelig, klisjéstappet og usigelig kjedelig ungdomskomedie. 

Det handler om den svært dramatisk anlagte 15-åringen Lola (som egentlig heter Mary), som må flytte fra levende New York til «langt på landet» i New Jersey, sammen med sin mor og to tvillingsøstre. 
Slutten på livet? 

Ja, nesten. 
For her må den «talentfulle» Barbie-dukken ta i bruk løgn, svik, utnyttelse av venninner og svulstig dramatikk for å få den plassen i universet hun selv mener hun fortjener: i sentrum. 

Det er «prektige» Walt Disney Pictures som serverer dette - selskapet som forsøkte å stoppe Michael Moores «Fahrenheit 9/11»; et samfunn der ingenting er farlig, der hverken sex eller rus når ungdommene, der enhver i bunn og grunn kan gjøre hva man vil - bare man når målet om egen lykke. 

Dette er en pill råtten og lyserød løgn av en tvers gjennom kynisk spekulasjon av en film! 
Huff! 
",original 226
"« Confessions of a teenage drag queen » Regi : Sara Sugarman . Med Lindsay Lohan , Adam Driver , Glenne Headly , Alison Pill , Carol Kane . Amerikansk . Ungdomskomedie - tillatt for alle . Bunnfalsk , moralsk forkastelig , klisjéstappet og usigelig dårlig ungdomskomedie . Filmen handler om den svært dramatisk e 15-åringen Lola ( som egentlig heter Mary ) , som må flytte fra levende New York til « langt på landet » i New Jersey , sammen med sin mor og to søsken . Slutten på livet ? Ja , nesten . For her må den « talentfulle » Barbie-dukken ta i bruk løgn , svik , utnyttelse av venninner og svulstig dramatikk for å få den plass i universet hun selv mener hun fortjener : i sentrum . Det er « prektige » Walt Disney Pictures som serverer dette - de som forsøkte å stoppe Michael Moores « Fahrenheit 451 » ; et samfunn der ingenting er farlig , der hverken sex eller rus påvirker ungdommene , der enhver i bund og grunn kan gjøre hva man vil - bare man når målet om egen lykke . Dette er en pill råtten og lyserød løgn av en tvers gjennom kynisk spekulasjon av en film ! Huff !",augmented 226
"O-Zone:«DiscO-Zone» 

Eurotrash av verste sort 

Åhhh, grusomt! 
O-Zone er rett og slett forferdelig plagsomt å høre på. 
Den rumenske guttegruppa serverer hjernedød og fæl dance, dette er en blanding av danskebåten, elendig sydendiskotek og Grand Prix-kvelden fra helvete. 
«Dragostea Din Tei» har plaget mange i sommer, og at dette er den beste sangen på albumet, sier vel sitt. 
Nå skal neste singel ut (som latterlig nok er helt lik den forrige), «Despre Tine», og plage enda flere. 
O-Zone hører bare hjemme ett sted, og det er i søpla. 
Styr unna! 

MARIT AABY VEBENSTAD 
",original 227
"O-Zone : « DiscO-Zone » Eurotrash av verste sort Åhhh , grusomt ! O-Zone er rett og slett forferdelig plagsomt å se på . Den rumenske guttegruppa er hjernedød e fæl dance , som er en kombinasjon af danskebåten , elendig sydendiskotek og Grand Prix-kvelden i helvete . « Dragostea Din a » har overrasket meg i sommer , og at dette er den beste sangen på albumet , sier vel alt . Snart er neste bok ut ( som latterlig nok er helt lik den forrige ) , « Despre Tine » , og plage enda mer . O-Zone hører bare til et sted , og det er i søpla . Styr unna ! MARIT AABY VEBENSTAD",augmented 227
"Spillanmeldelse:«Duke Nukem Forever» 

(VG Nett) 
«Duke Nukem Forever» har vært under utvikling i 14 år, men det ser ut som det har tatt 14 dager. 

Det hele er jo så ironisk at man kan begynne å grine. 
Evighetsprosjektet «Duke Nukem Forever» har tatt så lang tid fordi det skulle være best. 
Og når det omsider kommer, er det årets verste spill. 
Med god margin. 

For dette er et spill med gamle ideer og utdaterte tekniske løsninger. 
Men lange lastetider og dårlig grafikk kan jeg leve med. 
Mer sjokkerende er det at spillet mangler noen forståelig sammenheng. 

Vi blir kastet inn i en rekke merkelige situasjoner hele tiden, hvor stikkordene er blowjobs, krympestråler, vibratorer og timevis av uinspirert ørkenkjøring med en monstertruck som byr på en like god kjøreopplevelse som en gressklipper. 

Problemet er at det ikke gir den fjerneste mening. 
Etter fjorten år er det ingen som har innsett det. 
Dette spillet gir ingen mening. 
Det er bare en lang tirade av meningsløse scener som lappes sammen av noen vage replikker om en romveseninvasjon og kidnappede damer. 

Man skulle jo tro at Duke ville dra med seg noen enkle humorpoeng, men det lykkes ikke der heller. 
Med mindre du mores av å plukke opp en bæsj, eller klaske på «mystiske, silikonbaserte livsformer» med brystvorter som vokser ut av veggen. 

VGD-bruker Smatti: 
Vi er alle klar over at dette ikke er noe teknologisk mesterverk, men av en eller annen grunn skriver ekstremt få anmeldere noe om underholdningsverdien. 
Diskuter Duke Nukem Forever her! 

Men rett skal være rett. 
Det er deler av dette spillet som helt klart fortjener mer enn teningkast én. 
Det er til og med partier her som er ganske OK. 
Men summen av denne spillopplevelsen - totalinntrykket - er helt miserabelt. 
Summen er verdt mindre enn sine bestanddeler. 
To pluss to blir én for Duke Nukem. 

Det blir aldri ferdig heller. 
Det er langt som et vondt år. 
Og de første par timene venter du bare på at det skal bli gøy. 
De siste ti timene venter du bare på at det skal bli ferdig. 

Duke Nukem har ingenting å stille opp med i dagens spillhylle. 
Når du kan velge for eksempel «Crysis 2», henger «Duke Nukem Forever» så latterlig langt etter at det nesten er uforståelig. 

Det er ikke bra. 
Det er ikke morsom. 
Det er bare et spill som er utdatert, frustrerende, og veldig, veldig trist. 

PS: 
Spillet et testet til Xbox 360. 

DUKE NUKEM FOREVER Plattform: PC, Xbox 360, PS3 Genre: 
Action Alder: 18 Utvikler: 
Gearbox/3D Realms Utgiver: 2K Games 
Mer info 
",original 228
"Spillanmeldelse : « Duke Nuk Forever » ( VG Nett ) « Duke Nuk Forever » har vært under utvikling i 14 år , men det ser ut som det har tatt sine år . Det hele er jo så ironisk at man kan begynne å grine . Evighetsprosjektet « Duke Nukem Forever » har tatt så lang tid fordi det skal være best . Og når det omsider skjer , er det årets verste spill . Med god margin . For dette er et spill med gamle ideer og utdaterte tekniske løsninger . Men lange lastetider og dårlig grafikk kan jeg leve med . Mest sjokkerende er det at det mangler en forståelig sammenheng . Vi blir satt ut i en rekke merkelige situasjoner hele veien , og det er blowjobs , krympestråler , vibratorer og timevis med uinspirert ørkenkjøring i en bil som byr på en like god kjøreopplevelse som en gressklipper . Problemet er at det ikke gir den fjerneste mening . Etter fjorten år var det ingen som har innsett det . Dette spillet gir ingen mening . Det er bare en lang tirade av meningsløse scener som satt sammen med noen vage replikker om mulig gler og kidnappede damer . Man skulle jo tro at Duke ville dra med seg noen enkle humorpoeng , men han lykkes ikke her heller . Med mindre du mores med å plukke opp en bæsj , eller se på « mystiske , silikonbaserte livsformer » med brystvorter som vokser ut av veggen . VGD-bruker Smatti : Vi er alle klar over at dette ikke er noe teknologisk mesterverk , men av en eller annen grunn sier ekstremt få anmeldere noe om underholdningsverdien . Diskuter Duke Nukem med her ! Men rett skal være rett . Det er deler av dette spillet som helt klart fortjener mer enn bare én . Det er til og med partier her som er ganske OK . Men resten av denne spillopplevelsen - totalinntrykket - er helt miserabelt . Summen er verdt mindre enn sine bestanddeler . To pluss to blir én for Duke Nukem . Det blir ikke ferdig heller . Det er langt som et vondt år . Og de første par årene venter du bare på at det skal bli gøy . De neste ti årene venter du bare på at det skal bli ferdig . Duke Nukem har ingenting å stille opp med i dagens spillhylle . Når du skal spille for eksempel « Crysis 2 » , henger « Duke Nuk Forever » så latterlig langt etter at det nesten blir uforståelig . Det var ikke bra . Det var ikke morsom . Det er bare et spill som er utdatert , frustrerende , og veldig , veldig kjedelig . PS : Spillet er testet på Xbox 360 . DUKE NUKEM FOREVER Plattform : PC , Xbox 360 , PS3 Genre : Action Alder : 18+ Utvikler : Gearbox/3D Realms Studio : 2K Games Mer info",augmented 228
"Jørn Trollebø Kvalheim - «Collide»
«Idol»-rock på sitt verste, fullt på høyde med Kjartan Salvesens «Standing Tall» og Glenn Lyses «Days Go By». 
Teksten er så floskelstappet at det på sett og vis imponerer. 
Musikken høres ut som om den er spilt inn med luftgitar på et luftslott. 
Videoen er en grei mimeøvelse, men kan selvsagt ikke redde dette. 
",original 229
"Jørn Trollebø en - « Collide » « Idol » -rock på sitt verste , fullt på høyde med Kjartan Salvesens « Standing Tall » og Glenn Lyses « Days Go By » . Det er så floskelstappet at den på sätt og vis imponerer . Musikken ser ut som om den er spilt inn med luftgitar på et luftslott . Videoen er en grei mimeøvelse , men kan selvsagt ikke redde dette .",augmented 229
"Filmanmeldelse:Tullmannens læregutt 

Nesten et år forsinket, og utsatt til filmbransjens svar på dødens forværelse – januarmåned. 

USA. 
11 år. 
Regi: 
Sergey Bodrov. 
Med: 
Ben Barnes, Julianne Moore, Jeff Bridges. 

Dette er en slik film man umiddelbart, vi snakker i løpet av det første minuttet med spilletid, skjønner at kommer til å bli nesten transcendentalt verdiløs. 

Og «Seventh Son – den siste lærling» «skuffer ikke»: 
Dette oppkoket av «moderne» fantasy-klisjeer – ja, den har hekser; ja, den har drager; ja, den har en «magisk stein», kan du vel skjønne – kan være den mest avsindig sjelløse CGI-suckathonen siden «Van Helsing» (2004). 

Historien er det samme gamle førmoderne «godt mot ondt»-dilldallet, simpelt gjenfortalt utelukkende som et påskudd for å «motivere» et par dølle slagscener. 

Gode skuespillere – Jeff Bridges (som en snøvlende vismann, ikke ulik han der trollduden i utbrettcoveret på Led Zeppelins fjerde album) og Julianne Moore (riktignok ganske deilig som den sorte onde heksedronningen, ikke ulik Angelina Jolie i «Maleficent») – skusles bort og ydmykes. 

Mindre gode skuespillere tygges opp og spyttes ut. 
Ben Barnes er blek og uinteressant i en blek og uinteressant helterolle. 
Kjæresteemnet hans, svenske Alicia Vikander, må gå rundt og proklamere dialog som dette: 
«Det blir sagt at når en heks berører hånden til mannen som skal gå ved hennes side i skinnet av en fullmåne, vil det komme en blå gnist». 

MORTEN STÅLE NILSEN 
",original 230
"Filmanmeldelse : En læregutt Nesten et år forsinket , og utsatt til filmbransjens svar på dødens forværelse i januarmåned . USA . 11 år . Regi : Sergey Bodrov . Med : Julian Barnes , Julianne Moore , Jeff Bridges . Dette er en slik film man umiddelbart , vi snakker i løpet av det første minuttet s spilletid , skjønner at kommer til å være nesten transcendentalt verdiløs . Og « Seventh Son – den siste sønn » « skuffer ikke » : Dette spillet av « moderne » fantasy-klisjeer – ja , den har hekser ; ja , den har drager ; ja , den har en « magisk stein » , kan du vel skjønne – må være den mest avsindig sjelløse filmen siden « Van Helsing » ( 2004 ) . Det er det samme gamle førmoderne « godt mot ondt » -dilldallet , simpelt og utelukkende som et påskudd for å « motivere » et par dølle slagscener . Gode skuespillere – Jeff Beck ( som en snøvlende vismann , ikke ulik den der trollduden på utbrettcoveret på Led Zeppelins fjerde album ) og Demi Moore ( riktignok ganske deilig som den sorte onde heksedronningen , ikke ulik Angelina Jolie i « Maleficent » ) – skusles bort og ydmykes . Mindre gode skuespillere tygges opp og spyttes ut . Julian Barnes er blek og uinteressant i en blek og uinteressant helterolle . Kjæresteemnet mitt , svenske Alicia Vikander , må gå ut og proklamere dialog som dette : « Det er sagt at når en heks berører hånden til mannen som skal gå ved hennes side i skinnet av en fullmåne , vil det komme en blå gnist » . MORTEN STÅLE </s>",augmented 230
"Den ellevte landeplage
Regi: 
Stephen Hopkins.Genre: Grøsser. 
Amerikansk. 
15 år, anbefalt ungdom/voksne. 

Filmen bygger på bibelens fortelling om de ti landeplager. 
Vi er villig til å vurdere dette som den ellevte. 

STJERNER: Hilary Swank, AnnaSophia Robb, Idris Elba, William Ragsdale, David Morrissey. 

HANDLER OM: 
Hilary Swank spiller universitetsprofessoren, tidligere misjonær, som har mistet sin tro og nå vier hele livet til å motbevise de religiøse miraklenes eksistens. 

Det går fint, lenge. 
Men når hun tilkalles til en sump-småby i det dampende hete Sør, stilles alle hennes erfaringer og personlige opplevelser i et ganske nytt, eldgammelt lys: 
«De ti landeplager» fra Mosebøkenes fortelling om hvordan Israels folk frigjorde seg fra Egypt rundt 1250 år f.Kr., utspiller seg for hennes øyne og øre og nese. 
Grøss og gru...? 

DOM: 
Vel: 
Filmen er teknisk vellaget. 
For øvrig er historien relativt omfattende vrøvlete, pinlig klisjèdyrkende, direkte uklar og selvfølgelig åpenbart spekulativ. 
Både Gud og Satan har vist seg uhyre vanskelige å tilpasse Hollywood. 

Det eneste virkelige grøsset her, er at ellers utmerkede Hilary Swank faktisk velger seg en sånn djevelsk dum film. 
",original 231
"Den ellevte landeplage Regi : Anthony Hopkins.Genre : Grøsser . Amerikansk . 15 år , anbefalt ungdom/voksne . Filmen bygger på en fortelling om de ti landeplager . Jeg er villig til å vurdere dette som den ellevte . STJERNER : Hilary Swank , AnnaSophia Robb , Idris Elba , William Ragsdale , David Morrissey . HANDLER OM : Hilary Swank er universitetsprofessoren , tidligere misjonær , som har mistet sin tro og nå vier hele livet til å motbevise de religiøse s eksistens . Det går fint , lenge . Men når hun kommer til en sump-småby i det dampende hete Sør , stilles alle hennes erfaringer og personlige opplevelser i et ganske nytt , eldgammelt lys : « De syv dager » fra Mosebøkenes fortelling om hvordan Israels folk frigjorde seg fra Egypt rundt 1250 år siden , utspiller seg for hennes øyne og øre og nese . Grøss og gru ... ? DOM : Vel : Filmen er teknisk vellaget . For øvrig er historien relativt omfattende vrøvlete , pinlig klisjèdyrkende , direkte uklar og selvfølgelig åpenbart spekulativ . Både Jesus og Satan har vist seg uhyre vanskelige å tilpasse Hollywood . Det eneste virkelige grøsset her , er at den utmerkede Hilary Swank faktisk velger seg en sånn djevelsk dårlig rolle .",augmented 231
"The Love Guru
Et vanvittig feilskjær av en film. 

Gudene skal vite at Mike Myers har gitt meg mang en latter opp igjennom årene. 
Desto verre er det å slå fast at mannen har gått på en skikkelig trist blemme. 
”The Love Guru” er et vanvittig feilskjær, en ekstrem tabbe, et stygt misfoster. 

Det smerter å sitte i salen å se hva Myers tror er morsomt anno 2008. 
Denne filmen er ikke morsom, bare sørgelig. 
Og dette kommer fra en anmelder som vanligvis liker tullefilmer. 
Men nå er grensen nådd! 

Feilkalkulert vits 

Filmens største problem er at selve hovedfiguren er en stor miss. 
Guru Pitka er en feilkalkulert vits. 
Myers forsøker kanskje å kanalisere Peter Sellers, men fremstår som en stakkarslig amatør som får ”Karl & Co” til å se ut som Monty Python. 

Han spiller en hvit indisk guru som får i oppdrag å redde kjærlighetslivet til en kanadisk ishockey-spiller, slik at laget kan vinne Stanley Cup. 

Spiller dårlig 

Men historien er totalt verdiløs. 
Her er det ingen å bry seg om, ingen å le av eller le med. 
Justin Timberlake har ingen komisk timing som hockey-konkurrent Jacques ”Le Coq” Grande. 
Jessica Alba spiller rett og slett dårlig som hockeylagets eier Jane Bullard. 

Og filmens hinting om romantikk mellom Jane og Guru Pitka er en så ekstrem usannsynlighet at det får hele filmen til å virke som Mike Myers sin egen egotripp. 

Dyppet i urin 

Det er besynderlig hvordan Mike Myers har driti på draget her. 
”The Love Guru” vil nemlig ha deg til å le av vitsing med bæsj, tiss og promp. 
Filmen kan blant annet by på en slåsskamp med mopper dyppet i urin. 
Det er mulig små barn vil synes dette er veldig morsomt, men aldersgrensen er en hindring. 

Om regissør Marco Schnabel hadde kuttet ned filmen med 80 minutter, kunne dette blitt presentert som litt slem barne-tv-underholdning. 
Men 90 minutter av dette er så godt som en kriminell handling mot verdens kinogjengere. 

Filmens morsomste øyeblikk er et enslig uttak akkurat når rulleteksten starter, men da er alt for sent. 
",original 232
"The Love Guru Et vanvittig feilskjær i en film . Du skal vite at Mike Myers har gitt oss mang en latter opp gjennom årene . Desto verre er det å slå fast at mannen har gått med en skikkelig trist blemme . ” The Love Guru ” er et vanvittig feilskjær , en ekstrem tabbe , et stygt misfoster . Det smerter å sitte i salen og se hva Myers tror er morsomt i 2008 . Denne filmen er ikke morsom , men sørgelig . Og det kommer fra en anmelder som ikke liker tullefilmer . Men nå er grensen nådd ! Feilkalkulert vits Det største problem er at selve filmen er en stor miss . Guru Pitka er en feilkalkulert vits . Myers prøver kanskje å kanalisere Peter Sellers , som virker som en stakkarslig amatør som får ” Karl & Co ” til å se ut som Monty Python . Han er en hvit indisk guru som får i oppdrag å redde livet til en kanadisk ishockey-spiller , slik at han kan vinne Stanley Cup . Ikke dårlig og historien er totalt verdiløs . Her er det ingen å bry seg om , ingen å le av eller le med . Justin Bieber har ingen komisk timing med hockey-konkurrent Jacques ” Le Coq ” Grande . Jessica Alba spiller rett og slett dårlig som hockeylagets kaptein Jane Bullard . Og enhver hinting om romantikk mellom Jane og Guru Pitka er en så stor usannsynlighet at det får hele filmen til å virke som Mike Myers sin egen egotripp . Dyppet i urin Det er besynderlig at Mike ikke har driti på draget her . ” The Love Guru ” vil nemlig ha deg til å le av vitsing om bæsj , tiss og promp . Filmen kan blant annet by på en slåsskamp med mopper dyppet i urin . Det er mulig små barn vil synes det er veldig morsomt , men aldersgrensen er ingen hindring . Hvis ikke Marco Schnabel hadde kuttet ned filmen til 80 minutter , kunne den blitt presentert som litt slem t . Men 90 minutter av filmen er så godt som en kriminell handling mot verdens kinogjengere . Filmens beste øyeblikk er et enslig uttak akkurat før rulleteksten starter , men det er det for sent .",augmented 232
